District,Village,HH_ID,Burnt,Latitude_Baseline_measurement,Longitude_Baseline_measurement,Latitude_Endline_measurement,Longitude_Endline_measurement,Latitude_CCE_measurement,Longitude_CCE_measurement,Latitude_Photo_Median,Longitude_Photo_Median,Lat_mean,Lon_mean
Ludhiana,Gaggar Majra,322320,Y,30.71511333,76.143335,30.856711,76.32214,30.712421,76.129864,30.71284866,76.13170624,30.7492735,76.18176131
Ludhiana,Gaggar Majra,322322,Y,30.737185,76.13774333,,,30.736883,76.138365,30.737,76.138,30.73702267,76.13803611
Ludhiana,Gaggar Majra,322325,Y,30.71821,76.14421167,,,30.721888,76.14908,30.72183037,76.14919281,30.72064279,76.14749483
Ludhiana,Gaggar Majra,322331,Y,30.73751667,76.13770167,,,30.73423078,76.81724633,30.73405,76.13825,30.73526582,76.36439933
Ludhiana,Gaggar Majra,322334,Y,30.71837,76.14890833,,,30.728055,76.139565,30.727873,76.1395,30.724766,76.14265778
Ludhiana,Kakrala Khurd,329706,Y,30.84037667,76.26846833,,,30.84038,76.271173,30.8406,76.2696,30.84045222,76.26974711
Ludhiana,Kakrala Khurd,329714,Y,30.84263667,76.293075,,,,,30.8478,76.2873,30.84521833,76.2901875
Ludhiana,Kakrala Khurd,329721,Y,30.84328,76.2933036,30.84213988,76.29135576,,,,,30.84270994,76.29232968
Ludhiana,Kakrala Khurd,329725,Y,30.84444333,76.272795,,,30.503057,76.165823,30.8418,76.2828,30.72976678,76.24047267
Ludhiana,Kakrala Khurd,329728,Y,30.841505,76.29262667,,,30.834555,76.290806,30.8345,76.2911,30.83685333,76.29151089
Ludhiana,Kakrala Khurd,329729,N,30.84504833,76.26834667,,,,,,,30.84504833,76.26834667
Ludhiana,Kakrala Khurd,329735,Y,30.83987333,76.268825,,,30.501555,76.161507,30.8335,76.2853,30.72497611,76.238544
Ludhiana,Kakrala Khurd,329738,Y,30.84440833,76.28989167,,,,,30.8492,76.2843,30.84680417,76.28709583
Ludhiana,Kakrala Khurd,329744,Y,30.83993333,76.26904167,,,,,30.8448,76.2942,30.84236667,76.28162083
Ludhiana,Mahmudpura,342101,Y,30.5008,75.5001,30.844278,75.85318,,,30.8351,75.8343,30.726726,75.72919333
Ludhiana,Mahmudpura,342102,Y,,,,,30.835682,75.837065,30.8358,75.8354,30.835741,75.8362325
Ludhiana,Mahmudpura,342103,Y,30.83517167,75.835705,,,30.834208,75.834865,30.8352,75.8339,30.83485989,75.83482333
Ludhiana,Mahmudpura,342104,Y,30.83635667,75.83332833,,,30.833267,75.843237,30.8349,75.8331,30.83484122,75.83655511
Ludhiana,Mahmudpura,342105,Y,30.83552667,75.83266833,,,30.833668,75.839199,,,30.83459733,75.83593367
Ludhiana,Mahmudpura,342111,Y,30.826295,75.83272333,,,30.833635,75.842174,30.8337,75.8422,30.83121,75.83903244
Ludhiana,Mahmudpura,342113,Y,30.83433167,75.84060833,,,,,30.8353,75.8339,30.83481583,75.83725417
Ludhiana,Mahmudpura,342125,Y,30.5006896,75.5003635,30.8407,75.8328,30.83003,75.841512,30.8354,75.8348,30.7517049,75.75236888
Ludhiana,Sarwarpur,363604,Y,,,,,,,,,#DIV/0!,#DIV/0!
Ludhiana,Sarwarpur,363621,Y,30.79535833,76.25048667,,,30.474293,76.150244,30.8077,76.2677,30.69245044,76.22281022
Ludhiana,Sarwarpur,363627,Y,30.79378667,76.25073833,,,,,30.8079,76.2674,30.80084333,76.25906917
Ludhiana,Sarwarpur,363635,Y,30.80675,76.26760667,,,30.481598,76.16242,,,30.644174,76.21501333
Ludhiana,Sarwarpur,363636,Y,30.90154167,75.81658167,,,30.485765,76.162558,30.81241608,76.26982117,30.73324091,76.08298694
Ludhiana,Sarwarpur,363642,Y,30.79483667,76.25233667,,,30.47215,76.151587,30.8064,76.2679,30.69112889,76.22394122
Patiala,Danipur,416501,Y,30.20216,76.205545,30.2040383,76.203928,30.207672,76.20556,30.2078,76.2053,30.20541758,76.20508325
Patiala,Danipur,416502,Y,30.2040672,76.2041931,30.20413696,76.20398186,30.208847,76.203858,30.20884132,76.20567322,30.20647312,76.20442654
Patiala,Danipur,416505,Y,30.20414667,76.204245,,,30.122157,76.123817,30.206,76.2106,30.17743456,76.179554
Patiala,Danipur,416508,Y,30.1217938,76.121721,30.203525,76.204567,30.122753,76.122809,30.2078,76.208183,30.16396795,76.16432
Patiala,Danipur,416510,Y,30.20191833,76.20504667,,,30.208804,76.203606,30.2089,76.20355,30.20654078,76.20406756
Patiala,Danipur,416515,Y,30.203275,76.20480833,,,30.122559,76.12326,30.2071,76.2091,30.17764467,76.17905611
Patiala,Danipur,416516,Y,30.199605,76.19922,,,30.199725,76.199796,30.1998,76.1997,30.19971,76.199572
Patiala,Danipur,416533,Y,30.20441167,76.20516333,,,30.205573,76.202417,,,30.20499233,76.20379017
Patiala,Danipur,416537,Y,30.20420333,76.20423667,,,30.206089,76.204376,,,30.20514617,76.20430633
Patiala,Danipur,416538,Y,30.1211209,76.121653,30.204098,76.204412,30.121371,76.123756,30.203829,76.2104,30.16260473,76.16505525
Patiala,Ghiora,423101,Y,30.51816333,76.40468,,,30.124472,76.267277,30.1276,76.2673,30.25674511,76.31308567
Patiala,Ghiora,423104,Y,30.531255,76.40436333,,,,,,,30.531255,76.40436333
Patiala,Ghiora,423105,Y,,,,,,,30.13363075,76.27393341,30.13363075,76.27393341
Patiala,Ghiora,423110,Y,30.12481833,76.270485,,,30.075585,76.160897,30.1248,76.2694,30.10840111,76.233594
Patiala,Ghiora,423116,Y,30.12551833,76.26917333,,,,,30.1294,76.2786,30.12745917,76.27388667
Patiala,Ghiora,423121,Y,30.1251907,76.271286,,,,,30.1342,76.2744,30.12969535,76.272843
Patiala,Ghiora,423125,Y,30.12818667,76.28338167,,,,,,,30.12818667,76.28338167
Patiala,Ghiora,423127,Y,30.19657,76.34593833,30.335459,76.4066509,,,,,30.2660145,76.37629462
Patiala,Ghiora,423129,Y,30.75932667,76.08998167,,,,,,,30.75932667,76.08998167
Patiala,Ghiora,423130,Y,30.124765,76.27112,,,,,30.1249,76.2705,30.1248325,76.27081
Patiala,Kalyan,430708,Y,30.35753667,76.30482167,,,30.372733,76.302281,30.3728,76.3023,30.36768989,76.30313422
Patiala,Kalyan,430716,Y,,,,,30.363714,76.284174,30.36343384,76.28425598,30.36357392,76.28421499
Patiala,Kalyan,430720,Y,30.359365,76.30672333,,,30.352918,76.299342,30.35297966,76.29947662,30.35508755,76.30184732
Patiala,Kalyan,430722,Y,30.35728333,76.30375667,,,30.369844,76.296498,30.3705,76.297,30.36587578,76.29908489
Patiala,Kalyan,430727,Y,30.35889667,76.30209,,,30.362101,76.300222,30.3617,76.3008,30.36089922,76.30103733
Patiala,Kalyan,430730,Y,30.358265,76.30596167,,,,,30.3659,76.2982,30.3620825,76.30208083
Patiala,Kalyan,430732,Y,30.35706833,76.305475,,,30.363935,76.300777,30.36373901,76.30110168,30.36158078,76.30245123
Patiala,Kheri Barna,435502,Y,30.24040833,76.26473667,,,30.19899,76.29326,30.19910049,76.2929306,30.21283294,76.28364242
Patiala,Kheri Barna,435508,Y,30.20512333,76.30247,,,30.208687,76.304998,30.2051,76.3022,30.20630344,76.30322267
Patiala,Kheri Barna,435511,Y,30.20352,76.30269167,,,30.199998,76.295722,30.2,76.2958,30.20117267,76.29807122
Patiala,Kheri Barna,435513,Y,30.198165,76.30192167,,,,,30.1986,76.3031,30.1983825,76.30251083
Patiala,Kheri Barna,435515,Y,30.90564167,75.81437667,30.20291906,76.30330724,30.198234,76.30204,30.1988,76.3017,30.37639868,76.18035598
Patiala,Kheri Barna,435516,Y,30.204125,76.30318,,,,,30.19860649,76.30489349,30.20136575,76.30403675
Patiala,Kheri Barna,435518,Y,30.2058392,76.3014832,30.205584,76.301807,30.205837,76.300498,30.20643234,76.29989624,30.20592314,76.30092111
Patiala,Kheri Barna,435519,Y,30.205135,76.30173,30.202897,76.303295,30.196074,76.298532,30.19599915,76.29857635,30.20002629,76.30053334
Patiala,Kheri Barna,435524,Y,30.20553333,76.30209,,,30.205896,76.294921,30.2052,76.3024,30.20554311,76.29980367
Patiala,Kheri Barna,435526,Y,30.1216352,76.1808635,,,30.210566,76.302489,30.21055984,76.30269623,30.18092035,76.26201624
Patiala,Kheri Barna,435527,Y,30.121423,76.1804735,30.205089,76.303001,30.206101,76.299953,30.20609093,76.30003357,30.18467598,76.27086527
Patiala,Kheri Barna,435529,Y,30.20378833,76.302555,,,30.198541,76.29208,30.19841957,76.29219055,30.20024963,76.29560852
Patiala,Kheri Barna,435531,Y,30.20455333,76.30209667,30.2056398,76.3019717,30.206166,76.304969,30.2051,76.302,30.20536478,76.30275934
Patiala,Kheri Barna,435535,Y,30.12117011,76.1806081,30.24656,76.303698,30.205528,76.304825,30.2051,76.3019,30.19458953,76.27275778
Patiala,Kheri Fattan,435811,Y,30.2348137,76.2735825,30.234085,76.274543,30.232203,76.283216,30.2322,76.2833,30.23332543,76.27866038
Patiala,Kheri Fattan,435812,Y,30.23480833,76.27473167,,,,,30.2303,76.2564,30.23255417,76.26556583
Patiala,Kheri Fattan,435814,Y,30.23469167,76.27229,,,30.234349,76.268466,30.23440361,76.26850128,30.23448143,76.26975243
Patiala,Kheri Fattan,435815,Y,30.23482,76.27188,,,30.228457,76.268446,30.2347,76.2744,30.232659,76.27157533
Patiala,Kheri Fattan,435816,Y,30.232165,76.26956167,,,30.227201,76.285539,30.22711945,76.28560638,30.22882848,76.28023568
Patiala,Kheri Fattan,435818,Y,30.23495167,76.27393167,,,,,30.2409,76.2838,30.23792583,76.27886583
Patiala,Kheri Fattan,435819,Y,30.23055167,76.27601667,,,30.238688,76.286032,30.2386,76.2861,30.23594656,76.28271622
Patiala,Kheri Fattan,435826,Y,30.23490667,76.273595,,,30.226826,76.267925,30.22771645,76.26625824,30.22981637,76.26925941
Patiala,Kheri Fattan,435828,Y,30.2349873,76.2741165,30.2346991,76.27420093,30.237098,76.28779,,,30.2355948,76.27870248
Patiala,Kheri Fattan,435832,Y,30.2354374,76.2737961,30.23460133,76.27420094,,,30.2399,76.2812,30.23664624,76.27639901
Patiala,Kheri Fattan,435836,Y,30.235075,76.273455,,,30.235371,76.287791,30.2354,76.2876,30.235282,76.28294867
Patiala,Majoli,442704,Y,30.30236667,76.597155,,,30.292346,76.59776,30.2993,76.596,30.29800422,76.59697167
Patiala,Majoli,442706,Y,30.301,76.597,30.303432,76.596165,30.301711,76.580515,30.3003,76.5969,30.30161075,76.592645
Patiala,Majoli,442709,Y,30.30373333,76.59695667,,,30.303782,76.581407,30.30390549,76.58139801,30.30380694,76.58658723
Patiala,Majoli,442710,Y,30.30379833,76.59688667,,,30.181988,76.362048,30.3032,76.5977,30.26299544,76.51887822
Patiala,Majoli,442712,Y,30.304065,76.59724333,,,30.30216217,76.59643555,30.3033,76.5964,30.30317572,76.59669296
Patiala,Majoli,442715,Y,,,,,,,30.2999,76.5969,30.2999,76.5969
Patiala,Majoli,442719,Y,,,,,,,30.3003,76.5965,30.3003,76.5965
Patiala,Majoli,442728,Y,30.30255167,76.59621167,,,30.18,76.361458,30.3,76.6037,30.26085056,76.52045656
Patiala,Majoli,442737,Y,30.30233667,76.59724167,30.303339,76.596057,30.308505,76.598706,30.3027,76.5966,30.30422017,76.59715117
Patiala,Paharipur,453502,Y,30.19795167,76.375685,,,,,30.202303,76.3649,30.20012733,76.3702925
Patiala,Paharipur,453504,Y,30.18984667,76.37782,30.207001,76.337589,30.186185,76.370408,30.18619919,76.37039948,30.19230796,76.36405412
Patiala,Paharipur,453505,Y,,,,,,,,,#DIV/0!,#DIV/0!
Patiala,Paharipur,453518,Y,30.198,76.375,30.1147554,76.2233181,30.114031,76.230934,30.1947,76.3858,30.1553716,76.30376303
Patiala,Paharipur,453521,Y,30.23787833,76.40191333,30.196573,76.375435,,,,,30.21722567,76.38867417
Patiala,Paharipur,453527,Y,30.20139167,76.3652,30.1126405,76.233,,,30.1906,76.3785,30.16821072,76.32556667
Patiala,Paharipur,453530,Y,30.1967106,76.3751984,30.196573,76.37542,,,30.1977,76.37,30.19699453,76.37353947
Patiala,Paharpur,453605,Y,30.2611179,76.25385,30.2610027,76.2535123,30.272376,76.252756,30.27248001,76.25283051,30.26674415,76.2532372
Patiala,Paharpur,453606,N,30.25867167,76.25056,,,30.270482,76.254805,30.27033,76.255119,30.26649456,76.25349467
Patiala,Paharpur,453609,Y,30.26106833,76.25259833,,,30.269784,76.254775,30.2697,76.2546,30.26685078,76.25399111
Patiala,Paharpur,453611,Y,30.26031833,76.25231,,,30.252871,76.25301,30.26,76.2525,30.25772978,76.25260667
Patiala,Paharpur,453613,Y,30.29651333,76.28725833,,,30.261999,76.242654,30.2621,76.2439,30.27353744,76.25793744
Patiala,Paharpur,453615,Y,30.26006,76.25154667,,,30.258874,76.249382,30.25920105,76.24909973,30.25937835,76.25000947
Patiala,Paharpur,453616,Y,30.25915667,76.25283333,,,30.270175,76.254074,30.259,76.2509,30.26277722,76.25260244
Patiala,Paharpur,453617,Y,30.26077333,76.25247667,,,30.256761,76.249655,30.2569,76.2505,30.25814478,76.25087722
Patiala,Paharpur,453618,Y,30.260479,76.2554169,30.2611164,76.2519959,30.256747,76.249662,30.261858,76.2516,30.2600501,76.2521687
Patiala,Paharpur,453624,Y,30.26080833,76.25395167,,,30.262285,76.254395,30.26217079,76.2543335,30.26175471,76.25422672
Patiala,Paharpur,453625,Y,30.25917,76.25222333,,,30.258112,76.250079,,,30.258641,76.25115117
Patiala,Rurki,460704,Y,30.334,76.534,30.33272,76.582002,30.335393,76.579773,30.33543968,76.57972717,30.33438817,76.56887554
Patiala,Rurki,460709,Y,30.332,76.581,30.332176,76.581937,30.33348,76.576495,30.3336,76.5763,30.332814,76.578933
Patiala,Rurki,460714,Y,30.3321171,76.5818558,30.332177,76.581938,30.331911,76.58614,30.3296,76.5867,30.33145128,76.58415845
Patiala,Rurki,460719,Y,30.49325833,76.58987,30.335469,76.406645,,,30.6199,76.19615,30.48287578,76.397555
Patiala,Rurki,460725,Y,30.33090833,76.58046667,,,30.327029,76.588251,30.3283,76.5908,30.32874578,76.58650589
Patiala,Rurki,460731,Y,30.34494167,76.59550667,30.3321696,76.5833862,30.322673,76.583418,30.32274055,76.58348083,30.33063121,76.58644793
Patiala,Rurki,460734,Y,30.33133,76.58182167,,,30.327017,76.588254,30.32587051,76.58718872,30.3280725,76.5857548
Patiala,Rurki,460740,Y,30.33177667,76.581885,,,,,,,30.33177667,76.581885
Patiala,Sapar Heri,463102,Y,30.341285,76.35574167,30.101036,76.231466,30.682,76.055,30.0994,76.2318,30.30593025,76.21850192
Patiala,Sapar Heri,463106,Y,30.0992928,76.2306519,30.10092761,76.23367164,,,30.0985,76.2294,30.09957347,76.23124118
Patiala,Sapar Heri,463108,Y,30.0999,76.22794833,,,30.100217,76.229015,30.10041046,76.2289505,30.10017582,76.22863794
Patiala,Sapar Heri,463113,Y,30.1006203,76.2352142,,,,,30.10462952,76.2186203,30.10262491,76.22691725
Patiala,Sapar Heri,463115,Y,30.099411,76.2306366,30.099434,76.231631,,,30.09877968,76.22962952,30.09920823,76.23063237
Patiala,Sapar Heri,463119,Y,30.1000942,76.2321545,30.10131609,76.23199132,30.245,76.209,30.09304047,76.23901367,30.13486269,76.22803987
Patiala,Sapar Heri,463132,Y,30.09957667,76.250645,,,30.097942,76.254676,30.0994,76.2318,30.09897289,76.245707
Patiala,Sapar Heri,463133,Y,30.10527833,76.21322333,30.100925,76.233671,30.053351,76.135826,30.0986,76.2297,30.08953858,76.20310508
Patiala,Sapar Heri,463134,Y,30.09917333,76.23135667,,,30.055692,76.134653,30.0996,76.2314,30.08482178,76.19913656
Patiala,Sassa Gujran,463712,Y,30.117,76.323,30.335457,76.4066506,30.114302,76.326121,30.12319756,76.3321991,30.17248914,76.34699267
Patiala,Sassa Gujran,463716,Y,30.119,76.325,30.33548,76.4066521,,,30.1216,76.3307,30.19202667,76.35411737
Patiala,Sassa Gujran,463725,Y,30.30786,76.39737,30.335457,76.4066506,,,,,30.3216585,76.4020103
Patiala,Sassa Gujran,463727,Y,30.27768333,76.38276833,30.335461,76.406651,,,30.1227,76.3331,30.24528144,76.37417311
Patiala,Sassa Gujran,463730,Y,30.42025667,76.05605833,30.0721448,76.195551,30.07065,76.200205,30.11857986,76.33381653,30.17040783,76.19640772
Patiala,Sassa Gujran,463731,Y,30.117,76.323,,,30.11990547,76.32541656,,,30.11845274,76.32420828
Patiala,Ucha Gaon,470604,Y,30.36776333,76.33381167,,,30.365579,76.335461,30.36553955,76.33527374,30.36629396,76.3348488
Patiala,Ucha Gaon,470606,Y,30.36773167,76.34149,,,30.3802,76.322693,30.3703055,76.322712,30.37274572,76.328965
Patiala,Ucha Gaon,470609,Y,30.37179167,76.33825,,,30.366751,76.333768,30.36668968,76.33381653,30.36841078,76.33527818
Patiala,Ucha Gaon,470613,Y,30.37573333,76.34102833,,,30.375884,76.33903,30.3725,76.3378,30.37470578,76.33928611
Patiala,Ucha Gaon,470620,Y,30.3731,76.33836167,,,30.223576,76.20051,30.3766,76.3347,30.32442533,76.29119056
Patiala,Ucha Gaon,470621,Y,30.37213667,76.33873667,,,30.370192,76.325393,30.3688,76.3254,30.37037622,76.32984322
Patiala,Ucha Gaon,470622,Y,,,,,30.368558,76.330883,30.36845016,76.33080292,30.36850408,76.33084296
Patiala,Ucha Gaon,470624,Y,30.37320667,76.33895167,,,30.371836,76.334368,30.372,76.3344,30.37234756,76.33590656
Patiala,Ucha Gaon,470627,Y,30.37449667,76.341335,,,,,30.3718,76.337,30.37314833,76.3391675
Patiala,Ucha Gaon,470632,Y,30.37220333,76.33138333,,,30.377734,76.330797,30.3773,76.3307,30.37574578,76.33096011
Patiala,Ucha Gaon,470635,Y,30.37271,76.33735833,,,30.222526,76.201252,30.3735,76.3368,30.322912,76.29180344
Sirsa,Bhangu,508701,N,29.66230667,74.99620667,,,29.6451,75.9964,29.645,74.9964,29.65080222,75.32966889
Sirsa,Bhangu,508703,N,29.64580333,74.98985333,,,29.6462,75.9904,29.6454,74.9907,29.64580111,75.32365111
Sirsa,Bhangu,508707,N,29.662305,74.99619167,,,29.6648,75.0042,29.6647,75.0042,29.663935,75.00153056
Sirsa,Bhangu,508709,N,29.662645,74.99623333,,,29.6578,75.011,29.6578,75.0111,29.659415,75.00611111
Sirsa,Bhangu,508715,N,,,,,29.6501,75.9945,29.6506,74.9943,29.65035,75.4944
Sirsa,Bhangu,508717,N,,,,,29.6414,75.0068,29.6414,75.00685,29.6414,75.006825
Sirsa,Bhangu,508719,N,29.66253,74.99646167,,,29.6529,75.0071,29.6524,75.0072,29.65594333,75.00358722
Sirsa,Bhangu,508721,N,29.66253667,74.99622833,,,29.643,75.9965,29.6431,74.9967,29.64954556,75.32980944
Sirsa,Bhangu,508725,N,29.66236167,74.99561833,,,29.666,75.0098,29.6658,75.01,29.66472056,75.00513944
Sirsa,Bhangu,508732,N,29.66230333,74.996305,29.395413,74.59503,29.6626,75.0041,29.6632,75.0042,29.59587908,74.89990875
Sirsa,Bhangu,508733,N,29.66471667,74.99450667,,,29.6708,75,29.6709,74.9988,29.66880556,74.99776889
Sirsa,Bhangu,508734,N,29.3944514,74.5946487,29.395412,74.595019,29.6458,75.003,29.646,75.0029,29.52041585,74.79889193
Sirsa,Bhangu,508742,N,29.66381333,74.99683,,,29.6621188,75.02020995,29.6616,75.0207,29.66251071,75.01257998
Sirsa,Bhangu,508746,N,29.66237833,74.99608,,,29.6531,75,29.653,74.9961,29.65615944,74.99739333
Sirsa,Goria Wala,524402,N,29.78418833,74.74964167,,,29.775,75.7501,,,29.77959417,75.24987083
Sirsa,Goria Wala,524406,N,29.794245,74.75865,,,29.7933,75.7581,29.7843,74.7498,29.790615,75.08885
Sirsa,Goria Wala,524411,N,,,,,29.7794,75.7546,29.7795,74.7545,29.77945,75.25455
Sirsa,Goria Wala,524412,N,29.78408333,74.74914833,,,29.7693,75.7515,29.7694,74.7515,29.77426111,75.08404944
Sirsa,Goria Wala,524416,N,,,,,29.77,75.7489,29.7702,74.7491,29.7701,75.249
Sirsa,Goria Wala,524420,N,29.802845,74.76339,,,29.8045,75.7215,29.80277634,74.72345734,29.80337378,75.06944911
Sirsa,Goria Wala,524424,N,29.77748667,74.75472167,,,29.7795,75.752,29.77960014,74.75208282,29.77886227,75.08626816
Sirsa,Goria Wala,524425,N,29.80317333,74.76353833,,,29.805,75.7222,29.80507088,74.72228241,29.80441474,75.06934025
Sirsa,Goria Wala,524427,N,29.78400833,74.74923333,,,29.7664,75.7515,29.785,74.7498,29.77846944,75.08351111
Sirsa,Goria Wala,524429,N,29.78361167,74.75011167,,,29.7751,75.7216,29.7752,74.7216,29.77797056,75.06443722
Sirsa,Goria Wala,524432,N,29.78587333,74.75025667,,,29.7769,75.7465,29.7768898,74.74669647,29.77988771,75.08115105
Sirsa,Goria Wala,524436,N,29.78420833,74.74922833,,,29.7921,75.7578,29.785,74.7498,29.78710278,75.08560944
Sirsa,Goria Wala,524440,N,,,,,29.7883,75.7616,29.7844,74.7497,29.78635,75.25565
Sirsa,Goria Wala,524444,N,29.4703967,74.4503983,,,29.767,75.7388,29.76765,74.7391,29.6683489,74.97609943
Sirsa,Jhuti Khera,528803,N,29.80244167,74.76412667,,,29.805,75.7228,29.80503082,74.72271729,29.8041575,75.06988132
Sirsa,Jhuti Khera,528809,N,29.78404667,74.74944667,,,29.81045341,74.72502136,29.8108,74.7248,29.80176669,74.73308934
Sirsa,Jhuti Khera,528812,N,29.80275167,74.7642,,,29.8003,75.7639,29.8005,74.7642,29.80118389,75.09743333
Sirsa,Jhuti Khera,528813,N,29.80345167,74.763035,,,29.8036,75.7605,,,29.80352583,75.2617675
Sirsa,Jhuti Khera,528814,N,29.80449833,74.76196667,,,29.8025,75.7596,29.8024,74.7597,29.80313278,75.09375556
Sirsa,Jhuti Khera,528816,N,,,,,29.788,75.7371,,,29.788,75.7371
Sirsa,Jhuti Khera,528820,N,29.80265833,74.764705,,,,,29.7949,74.7653,29.79877917,74.7650025
Sirsa,Jhuti Khera,528822,N,,,,,29.81,75.7249,29.81,74.7252,29.81,75.22505
Sirsa,Jhuti Khera,528823,N,29.80295,74.76345,,,29.8019,75.761,29.802,74.7609,29.80228333,75.09511667
Sirsa,Jhuti Khera,528826,N,,,,,29.79668306,75.75752137,29.7961,74.7573,29.79639153,75.25741069
Sirsa,Jhuti Khera,528827,N,,,,,29.805,75.7234,29.80509949,74.7232666,29.80504974,75.2233333
Sirsa,Panjuana,554701,N,,,,,29.6309,75,29.63092041,74.9909668,29.63091021,74.9954834
Sirsa,Panjuana,554703,N,29.626465,74.99909667,,,29.6294,75.0013,29.6265,75.0183,29.627455,75.00623222
Sirsa,Panjuana,554707,N,29.62684167,74.98574667,,,29.6185,75.9989,,,29.62267083,75.49232333
Sirsa,Panjuana,554708,N,,,,,29.618,75.0006,29.61799812,75.0007019,29.61799906,75.00065095
Sirsa,Panjuana,554710,Y,29.62886167,74.98580833,,,29.6381,75.9758,29.6381,74.9759,29.63502056,75.31250278
Sirsa,Panjuana,554717,N,29.625965,74.986085,,,29.6223,75.0094,43.3126,21.8888,34.186955,57.29476167
Sirsa,Panjuana,554722,N,29.62588667,74.986015,,,29.6322,75,29.6322,74.9952,29.63009556,74.99373833
Sirsa,Panjuana,554727,N,29.62741667,74.986265,,,29.6272,75,29.6271,74.9814,29.62723889,74.98922167
Sirsa,Panjuana,554730,Y,29.3730721,75.0002774,29.373931,74.599866,29.6093,75.0023,29.6096,75.002,29.49147578,74.90111085
Sirsa,Panjuana,554738,N,29.3737615,74.5856993,29.374039,74.590155,29.6217,75,29.6217,74.9702,29.49780013,74.78651358
Sirsa,Panjuana,554739,N,29.64466,74.97904167,,,29.643,75.9736,29.6429,74.9737,29.64352,75.30878056
Sirsa,Panjuana,554741,N,29.662335,74.99592,,,,,29.6427,74.9776,29.6525175,74.98676
Sirsa,Panjuana,554742,N,29.625375,74.999905,,,29.6231,75.0008,,,29.6242375,75.0003525
Yamananagar,Ambli,602312,Y,30.24,77.185,30.238684,77.185659,30.234418,77.182517,30.2347393,77.18213654,30.23696033,77.18382813
Yamananagar,Ambli,602313,Y,30.13135167,77.28098,30.238,77.184,30.246909,77.181509,30.24694061,77.18166351,30.21580032,77.20703813
Yamananagar,Ambli,602315,N,30.239,77.184,30.238701,77.184782,30.242636,77.17953,30.2385,77.1841,30.23970925,77.183103
Yamananagar,Ambli,602317,N,30.238,77.184,30.238681,77.184658,30.2323,77.1508,30.238321,77.1839,30.2368255,77.1758395
Yamananagar,Ambli,602320,Y,30.24,77.184,30.226423,77.19164,30.244988,77.184773,,,30.237137,77.18680433
Yamananagar,Ambli,602328,Y,30.2449,77.23311833,30.238697,77.184658,30.238641,77.190296,30.2382,77.1846,30.2401095,77.19816808
Yamananagar,Ambli,602331,N,30.13044833,77.28147833,30.141866,77.110342,30.246958,77.179893,30.247,77.18,30.19156808,77.18792833
Yamananagar,Bal Chhappar,604702,Y,30.144,77.135,30.245571,77.23258,30.2444,77.2328,30.2446,77.2331,30.21964275,77.20837
Yamananagar,Bal Chhappar,604706,Y,30.244,77.134,30.144401,77.14,30.24,77.2411,30.2403,77.2411,30.21717525,77.18905
Yamananagar,Bal Chhappar,604708,Y,30.2447,77.23320833,,,30.145248,77.144357,30.2487,77.24535,30.21288267,77.20763844
Yamananagar,Bal Chhappar,604709,Y,30.244,77.136,30.24560002,77.2333155,30.252,77.225,30.23971,77.227333,30.24532751,77.20541213
Yamananagar,Bal Chhappar,604711,N,30.234,77.144,30.24559933,77.23331549,30.151546,77.141421,,,30.21038178,77.17291216
Yamananagar,Bal Chhappar,604713,N,30.244,77.234,30.24501,77.23379,30.150182,77.140616,30.2505,77.235,30.222423,77.2108515
Yamananagar,Bal Chhappar,604717,Y,30.144,77.136,30.2456612,77.3328112,30.2462,77.2273,30.24608994,77.22750854,30.22048778,77.23090494
Yamananagar,Bal Chhappar,604720,Y,30.144,77.136,30.2455993,77.23331549,,,30.2451,77.2335,30.21156643,77.2009385
Yamananagar,Bal Chhappar,604727,Y,30.234,76.144,30.144441,77.135818,30.145726,77.144418,30.2451,77.2335,30.19231675,76.914434
Yamananagar,Bal Chhappar,604728,Y,30.234,77.144,30.2456721,77.2328413,,,30.2425,77.2265,30.24072403,77.20111377
Yamananagar,Bham Bholi,608101,N,30.19451167,77.21372833,,,,,,,30.19451167,77.21372833
Yamananagar,Bham Bholi,608102,N,30.19524667,77.21253167,,,30.202598,77.215546,30.2027,77.2168,30.20018156,77.21495922
Yamananagar,Bham Bholi,608105,N,30.19479667,77.21232333,,,,,30.1921,77.2099,30.19344833,77.21111167
Yamananagar,Bham Bholi,608108,N,30.1947613,77.2136383,30.114238,77.124661,30.185362,77.22622,30.1854,77.2262,30.16994033,77.19767983
Yamananagar,Bham Bholi,608115,Y,30.19511667,77.21298333,,,30.2007,77.2152,30.2017,77.215,30.19917222,77.21439444
Yamananagar,Bham Bholi,608117,N,30.19518167,77.21274167,,,30.1945,77.2264,30.1937,77.2128,30.19446056,77.21731389
Yamananagar,Bham Bholi,608120,Y,30.19497667,77.21293833,,,,,30.1917,77.2147,30.19333833,77.21381917
Yamananagar,Bham Bholi,608123,N,30.195275,77.21402333,,,30.189873,77.217174,,,30.192574,77.21559867
Yamananagar,Bham Bholi,608127,N,30.1937847,77.2145157,,,,,30.1943,77.2122,30.19404235,77.21335785
Yamananagar,Bham Bholi,608133,N,30.19484,77.21373667,,,30.191528,77.216063,30.1978,77.2139,30.19472267,77.21456656
Yamananagar,Bham Bholi,608134,Y,30.19471667,77.21249167,,,,,30.1923,77.2233,30.19350833,77.21789583
