District,Village,HH_ID,Burnt,Latitude_Baseline_measurement,Longitude_Baseline_measurement,Latitude_Endline_measurement,Longitude_Endline_measurement,Latitude_CCE_measurement,Longitude_CCE_measurement,Latitude_Photo_Median,Longitude_Photo_Median,Lat_mean,Lon_mean
Yamananagar,Bham Bholi,608135,Y,30.194695,77.21232833,,,30.2056,77.2101,30.19808,77.2126,30.19945833,77.21167611
Yamananagar,Chaowala,614501,Y,30.2615242,77.2870712,30.261395,77.287241,30.2603,77.3013,30.2617,77.287,30.2612298,77.29065305
Yamananagar,Chaowala,614503,Y,30.1529647,77.171638,30.152977,77.17166,30.2503,77.3013,30.2583,77.2877,30.20363543,77.2330745
Yamananagar,Chaowala,614510,Y,30.33927667,76.82962,30.154116,77.171285,,,30.26299095,77.28701019,30.25212787,77.09597173
Yamananagar,Chaowala,614512,Y,30.1536509,77.1718702,30.133798,77.224701,30.2661,77.2877,30.2661,77.2876,30.20491223,77.2429678
Yamananagar,Chaowala,614515,Y,30.13121833,77.281645,30.258274,77.287806,,,30.2564,77.2799,30.21529744,77.283117
Yamananagar,Chaowala,614522,Y,30.2583256,77.2887268,30.258177,77.288598,30.2574,77.281,30.257,77.2811,30.25772565,77.2848562
Yamananagar,Chaowala,614525,Y,30.260105,77.28731833,30.1542,77.171345,30.2612,77.2796,30.2618,77.2874,30.23432625,77.25641583
Yamananagar,Kotar Khana,637103,Y,30.225,77.214,30.22535,77.214547,30.22,77.2215,30.2276,77.2138,30.2244875,77.21596175
Yamananagar,Kotar Khana,637105,Y,30.22735333,77.21507833,,,30.2283,77.2124,30.22929764,77.21259308,30.22831699,77.21335714
Yamananagar,Kotar Khana,637106,Y,30.226,77.216,30.133105,77.12511,30.2056,77.2101,30.2276,77.215,30.19807625,77.1915525
Yamananagar,Kotar Khana,637109,Y,30.225,77.214,30.225382,77.214424,30.2025,77.2155,30.2275,77.2141,30.2200955,77.214506
Yamananagar,Kotar Khana,637111,Y,30.24122667,77.178615,,,30.2025,77.2155,30.2165,77.2097,30.22007556,77.20127167
Yamananagar,Kotar Khana,637112,Y,30.22733333,77.21328333,30.227489,77.215163,,,30.2205,77.2091,30.22510744,77.21251544
Yamananagar,Kotar Khana,637114,Y,30.226,77.216,30.224931,77.214606,30.216,77.2095,30.2275,77.2144,30.22360775,77.2136265
Yamananagar,Kotar Khana,637122,Y,30.22516333,77.21464167,30.224813,77.204813,30.2156,77.1893,30.2246,77.2059,30.22254408,77.20366367
Yamananagar,Mandauli Gagar,644702,N,30.1437073,77.4174271,30.1820859,77.4090256,30.1454,77.4152,30.14535,77.4153,30.1541358,77.41423818
Yamananagar,Mandauli Gagar,644705,N,30.15000667,77.41916667,,,30.152,77.4189,,,30.15100333,77.41903333
Yamananagar,Mandauli Gagar,644732,Y,30.162715,77.41586833,,,,,30.1488,77.4124,30.1557575,77.41413417
Yamananagar,Sabalpur,660803,Y,30.19309833,77.21317333,,,30.251,77.1849,30.251,77.1849,30.23169944,77.19432444
Yamananagar,Sabalpur,660804,N,30.22411,77.17549167,,,30.2257,77.1596,30.2258,77.1594,30.22520333,77.16483056
Yamananagar,Sabalpur,660805,Y,30.30017833,76.96869667,30.13175,77.10421,,,30.22550011,77.16034698,30.21914281,77.07775122
Yamananagar,Sabalpur,660806,N,30.1345231,77.0947576,30.214009,77.187208,,,30.22703934,77.16539764,30.19185715,77.14912108
Yamananagar,Sabalpur,660809,Y,30.22930833,77.16348333,30.217825,77.180209,,,30.2278614,77.16516113,30.22499825,77.16961782
Yamananagar,Sabalpur,660810,N,30.22034833,77.176525,,,30.2496,77.1833,30.2483,77.1832,30.23941611,77.18100833
Yamananagar,Sabalpur,660811,N,30.1314106,77.1034158,30.13176,77.10424,30.2291,77.1746,30.2291,77.1746,30.18034265,77.13921395
Yamananagar,Sabalpur,660813,Y,30.2295647,77.1630402,30.220335,77.178185,30.23,77.1644,,,30.22663323,77.16854173
Yamananagar,Sabalpur,660818,Y,30.22346667,77.17538,,,30.2483,77.1856,30.2483,77.1857,30.24002222,77.18222667
Yamananagar,Sabalpur,660821,N,30.22074167,77.17726,,,,,30.2218,77.1831,30.22127083,77.18018
Yamananagar,Sabalpur,660825,Y,30.22874,77.18197167,30.221618,77.178478,,,30.2275,77.17905,30.22595267,77.17983322
Yamananagar,Sugh,667801,Y,30.1357956,77.3635101,30.138524,77.355427,,,30.1356,77.3645,30.13663987,77.3611457
Yamananagar,Sugh,667811,Y,30.136295,77.363965,30.082222,77.213833,30.1444,77.3582,30.1444,77.3584,30.12682925,77.3235995
Yamananagar,Sugh,667813,Y,30.16502,77.41351,30.14176125,77.35435853,30.1416,77.3523,30.1418,77.3547,30.14754531,77.36871713
Yamananagar,Sugh,667814,Y,,,,,30.1424,77.3529,30.1418,77.3545,30.1421,77.3537
Yamananagar,Sugh,667828,Y,30.15560333,77.32599333,30.134524,77.359572,30.1335,77.3537,30.133659,77.353691,30.13932158,77.34823908
Yamananagar,Sugh,667830,Y,,,30.141688,77.354263,30.1401,77.3557,30.1403,77.3565,30.140696,77.35548767
Yamananagar,Sugh,667831,Y,30.14237333,77.35400833,,,30.1326,77.3537,30.1417,77.3545,30.13889111,77.35406944
